Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,GONDOLA SQUARE,2307-2313 Mt Werner Cir,GONDOLA PARKING; Bottom level just past entrance,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.4580434,-106.8057452,2018-11-29,77096,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,LIVING SOLAR,649 E College Dr,SOLAR SHOP; South side of building three spaces from right,Durango,CO,81301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.2687504,-107.8743188,2018-11-29,77111,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Aspen School District - North Lot,235 High School Rd,,Aspen,CO,81611,,970-429-6081,E,,Public,School business hours,,,,,,2,,,,,200-9,39.191074,-106.848494,2018-11-08,77397,2018-11-08 16:06:54 UTC,LG,,,2016-07-28,,,,,J1772,US,,,,Public,,public,,
ELEC,Hampton Inn & Suites - Tesla,5001 S Ulster St,,Denver,CO,80237,,303-804-9900  877-798-3787,E,,Public,24 hours daily; for Tesla use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.626227,-104.894745,2017-12-05,77497,2018-03-06 01:09:15 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public,,public,,
ELEC,Homewood Suites - Tesla,199 Inverness Dr,,Englewood,CO,80112,,303-706-0102  877-798-3788,E,,Public,24 hours daily; for Tesla use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,,39.56707,-104.867969,2017-12-05,77498,2018-02-06 21:00:03 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public,,public,,
ELEC,The Ritz-Carlton - Tesla,1881 Curtis St,,Denver ,CO,80202,,303-312-3800  877-798-3789,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.74987,-104.99221,2017-12-05,77499,2018-03-06 01:09:15 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public,,public,,
ELEC,Tivoli Lodge - Tesla,386 Hanson Ranch Rd,,Vail,CO,81657,,970-476-5615  877-798-3790,E,,Public - Call ahead,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.640363,-106.372559,2017-12-05,77500,2018-03-06 01:28:17 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,Mountain Valley Developmental Services,700 Mount Sopris Dr,,Glenwood Springs,CO,81601,,,E,,Private,Employee use only,,,,,,2,,,,,GPS,39.50915211,-107.3175202,2018-11-08,77876,2018-11-08 16:06:54 UTC,P,,,2016-08-08,,,,,J1772,US,,,,Privé,,private,,
ELEC,"Brendle Group, Inc",212 W Mulberry St,,Fort Collins,CO,80521,,970-207-0058,E,,Public,8am-5pm M-F; see main office for access,,,,,,2,,,,,200-9,40.581824,-105.079708,2018-11-08,77933,2018-11-08 16:06:54 UTC,P,,,2015-05-01,,,,,J1772,US,,,,Public,,public,,
ELEC,Heart of the Rockies Regional Medical Center,1000 Rush Dr,,Salida,CO,81201,,719-530-2200,E,,Public,24 hours daily,,,,,,1,,,,,200-9,38.542959,-106.008655,2018-11-08,77967,2018-11-08 16:06:54 UTC,P,,,2015-10-01,,,,,J1772,US,,,,Public,,public,,
ELEC,Avalon Theatre,645 Main St,,Grand Junction,CO,81501,,970-245-9697,E,,Public,24 hours daily,,,,,,1,,,,,200-9,39.067005,-108.561516,2017-12-05,77968,2018-10-10 20:59:29 UTC,LG,,,2015-07-01,,,,,J1772,US,,,,Public,,public,,
ELEC,UCAR & NCAR,3375 Mitchell Ln,"FOOTHILLS LAB; UCAR and NCAR welcome all EV drivers to charge up at this station. Before using for the first time, please join the “UCAR&amp;NCAR” Connections group via your ChargePoint account. ",Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0365337,-105.2429944,2018-11-29,78194,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UCAR & NCAR,3080 Center Green Dr,"CENTER GREEN 1; UCAR &amp; NCAR welcome all EV drivers to charge up at this station. Before using for the first time, please join the “UCAR&amp;NCAR” Connections group via your ChargePoint account. ",Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0319728,-105.2455262,2018-11-29,78196,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,THE GROVE,2980 Syracuse St,THE GROVE; -,Denver,CO,80238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7598071,-104.8971994,2018-11-29,78237,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Third Street Center,520 S 3rd St,Located on the east side of the facility,Carbondale,CO,81623,,970-963-3221,E,,Public,24 hours daily,,,,,,4,,,,,200-9,39.395289,-107.209921,2018-11-08,78362,2018-11-08 16:06:54 UTC,LG,,,2016-08-31,,,,,J1772,US,,,,Public,,public,,
ELEC,ONE BOULDER PLZ,1301 Canyon Blvd,1301; Parking garage P1 north/east,Boulder,CO,80302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0165381,-105.2775274,2018-11-29,78435,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,ONE BOULDER PLZ,1801 13th St,1801 2; Parking garage P2 south/center,Boulder,CO,80302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0167828,-105.2786134,2018-11-29,78436,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Gunnison EV Charging Station,201 West Virginia Avenue,,Gunnison,CO,81230,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.5452658,-106.9284296,2018-11-29,78470,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,NATURE CONSVNCY,2424 Spruce St,BOULDER 1; First space on left immediately after entering surface lot. Charger is behind recycling shed.,Boulder,CO,80302,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0220205,-105.2644274,2018-11-29,78491,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,2785 Speer Apartments,2785 Speer Blvd.,,Denver,CO,80211,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.7564541,-105.0171538,2018-11-29,78502,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Roaring Fork High School,2270 Highway 133,,Carbondale,CO,81623,,970-384-5751  970-384-5757,E,,Public,24 hours daily,,,,,,1,,,,,GPS,39.387753,-107.203871,2018-11-08,78542,2018-11-08 16:06:54 UTC,LG,,,2015-08-01,,,,,J1772,US,,,,Public,,public,,
ELEC,Town of Snowmass Village,2909 Brush Creek Rd,,Snowmass Village,CO,81615,,970-923-3777,E,,Public,24 hours daily,,,,,,2,,,,,GPS,39.220459,-106.93193,2017-12-05,78639,2018-10-10 21:13:31 UTC,LG,,,2014-09-01,,,,,J1772,US,,,,Public,,public,,
ELEC,Hewlett Packard,3404 E Harmony Rd,,Fort Collins,CO,80528,,,E,,Private,Employee use only,,,,,,2,,,,,200-8,40.523474,-105.013064,2018-11-08,78662,2018-11-08 16:06:54 UTC,P,,,2016-08-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,LIBRARY,951 Spruce St,LIBRARY 1; In underground parking garage,Louisville,CO,80027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9781342,-105.1311691,2018-11-29,78769,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MOLLYS,5809 W 44th Ave,STATION 1; West side of building,Denver,CO,80212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7788602,-105.0598649,2018-11-29,78841,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SPRING CREEK,313 Homestead Pkwy,PARKING LOT #1; -,Longmont,CO,80504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.1992774,-105.0882323,2018-11-29,78844,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,LAFAYETTE EV,111 Baseline Rd,111 BASELINE 1; -,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.001462,-105.091496,2018-11-29,78889,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UCAR & NCAR,Ncar Rd,"MESA LAB; NCAR welcomes all EV drivers to charge up at this station. Before using for the first time, please join the “UCAR&amp;NCAR” Connections group via your ChargePoint account.  ",Boulder,CO,80305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9789159,-105.2736137,2018-11-29,78905,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Colorado State University - Housing Services Center,1624 W Plum St,,Fort Collins,CO,80523,,,E,,Private,Fleet use only,,,,,,1,,,,,GPS,40.577692,-105.103101,2018-11-08,78932,2018-11-08 16:06:54 UTC,SG,,,2016-10-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,"AG Stanford Place lll, LLC","4582 S. Ulster ST, Parkway 
#222",,Denver,CO,80204,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.6331849,-104.898149,2018-11-29,78970,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Sweet Basilico - Tesla,430 Prospect Village Dr,,Estes Park,CO,80517,,970-586-3899  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.371444,-105.524072,2017-12-05,78989,2018-03-06 01:28:56 UTC,P,,,2016-10-01,,,,,TESLA,US,,,,Public,,public,,
ELEC,Community Recreation Center,250 11th St,,Windsor,CO,80550,,970-674-3500,E,,Public,24 hours daily,,,,,,1,,,,,200-8,40.479479,-104.916936,2017-12-05,79177,2018-10-10 21:08:37 UTC,LG,,,2016-10-08,,,,,J1772,US,,,,Public,,public,,
ELEC,Vestas - Pueblo,100 Towers Rd,,Pueblo,CO,81004,,,E,,Private,,,,,,,2,,,,,GPS,38.1699112,-104.6171225,2018-11-08,79277,2018-11-08 16:06:54 UTC,P,,,2016-07-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,Vestas - Windsor,11140 Eastman Park Dr,,Windsor,CO,80550,,,E,,Private,,,,,,,2,,,,,200-8,40.464906,-104.852293,2018-11-08,79278,2018-11-08 16:06:54 UTC,P,,,2016-08-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,Vestas - Brighton Blades,1500 Crown Prince Blvd,Building B,Brighton,CO,80603,,,E,,Private,,,,,,,2,,,,,200-9,40.02773,-104.805627,2018-11-08,79279,2018-11-08 16:06:54 UTC,P,,,2016-09-01,,,,,J1772,US,,,,Privé,,private,,
ELEC,City of Boulder - Atrium Building,1300 Canyon Blvd,,Boulder,CO,80302,,303-441-1880,E,,Public,Employee use only 8am-5pm; available to public after hours,,,,,4,,,,,,200-9,40.015925,-105.27745,2018-01-04,79297,2018-11-27 15:20:27 UTC,LG,,,2016-12-15,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Boulder - Broadway and Alpine Parking Garage,2655 N Broadway,,Boulder,CO,80304,,,E,,Private,Employee use only,,,,,4,2,,,,,,40.0250255,-105.2824137,2018-01-04,79298,2018-11-27 15:36:38 UTC,LG,,,2016-12-15,,,,,J1772,US,,,,Privé,,private,,
ELEC,VISITORS CENTER,300-398 Railroad Ave,RAILROAD AVE S1; -,Lyons,CO,80540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.2236283,-105.2683448,2018-11-29,79316,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Lake City EV,3rd Street and Silver Street,,Lake City,CO,81235,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.029015518847,-107.31759594663,2018-11-29,79350,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Colorado Mountain College - Vail Valley,150 Miller Ranch Rd,,Edwards,CO,81632,,970-569-2900,E,,Public,8am-5pm daily,,,,,,2,,,,,200-9,39.645807,-106.588043,2017-11-02,79410,2018-07-17 19:24:31 UTC,P,,,2016-10-27,,,,,J1772,US,,,,Public,,public,,
ELEC,Colorado Mountain College - Spring Valley at Glenwood Springs,3000 County Rd 114,,Glenwood Springs,CO,81601,,970-945-7481,E,,Public,8am-5pm daily,,,,,,2,,,,,200-8,39.467595,-107.252523,2017-11-02,79411,2018-03-06 01:28:08 UTC,P,,,2016-10-27,,,,,J1772,US,,,,Public,,public,,
ELEC,Colorado Mountain College - Glenwood Springs,1402 Blake Ave,,Glenwood Springs,CO,81601,,970-945-7486,E,,Public,8am-5pm daily,,,,,,2,,,,,200-9,39.538781,-107.3219,2017-11-02,79412,2018-03-06 01:28:08 UTC,P,,,2016-10-27,,,,,J1772,US,,,,Public,,public,,
ELEC,Colorado Mountain College - Aspen,255 Sage Way,,Aspen,CO,81611,,970-925-7740,E,,Public,8am-5pm daily,,,,,,2,,,,,200-9,39.223415,-106.86404,2017-11-02,79413,2018-03-06 01:28:04 UTC,P,,,2016-10-27,,,,,J1772,US,,,,Public,,public,,
ELEC,BVSD,655 Sir Galahad Drive,SANCHEZ ELEM1; NW Corner Parking Lot Close to Recycle Bins,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.989938,-105.0839955,2018-11-29,79446,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,HARVEST STATION,11830 Allison St,BUILDING 7000,Broomfield,CO,80020,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.908694,-105.08446,2018-11-29,79677,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Boulder Valley School District - Information Technology,6400 Arapahoe Ave,,Boulder,CO,80303,,720-561-5055,E,,Public,24 hours daily,,,,,2,2,,,,,,40.0146284,-105.2036989,2018-01-04,79826,2018-10-22 18:29:03 UTC,LG,,,2017-01-02,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,Wells Fargo Center,1700 Sherman Street,Facility parking fee will be accessed accordingly.  The stations are on level 2 of the garage.,Denver,CO,80203,,800-663-5633,E,,Public - Card key at all times,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.743995978817,-104.98452256243,2018-11-29,80053,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Surf Chateau,1028 Wave Street,The stations are open access.,Buena Vista,CO,81211,,800-663-5633,E,,Public - Card key at all times,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8427088,-106.1203358,2018-11-29,80077,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Mountain Lodge - Tesla,457 Mountain Village Blvd,,Mountain Village,CO,81435,,970-369-5000  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.933212,-107.851551,2017-12-05,80398,2018-03-06 01:09:13 UTC,P,,,2016-12-15,,,,,TESLA,US,,,,Public,,public,,
ELEC,Courtyard Marriott - Tesla,14355 Orchard Pkwy,,Westminster,CO,80023,,720-639-7701  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.956747,-104.993859,2017-12-05,80399,2018-03-06 01:09:13 UTC,P,,,2016-12-15,,,,,TESLA,US,,,,Public,,public,,
ELEC,CITY OF AURORA,S Blackhawk St,"ILIFF GARAGE 1A; Ground floor
ILIFF GARAGE 1B; Ground floor, north side
ILIFF GARAGE 1C; Ground floor, north side",Aurora,CO,80014,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.6729479,-104.8245961,2018-11-29,80810,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BOULDER,2280 Junction Pl,JUNCTION ST1,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0241689,-105.2518438,2018-11-29,80834,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BMW OF DENVER,1040 S Colorado Blvd,"DC FAST 01; Back/East side of building
DC FAST 03
STATION 03; -",Denver,CO,80246,,888-758-4389,E,,Public,24 hours daily,,,,,,2,2,,ChargePoint Network,http://www.chargepoint.com/,200-8,39.697617,-104.940427,2018-11-29,80842,2018-11-29 10:05:14 UTC,,,,,,,,,J1772 J1772COMBO,US,,,,Public,,public,,
ELEC,REEF FLATIRON,2425 55th St,55TH STREET S1; Located on the west side of the buiding at 2477 55th Street,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0231663,-105.2259343,2018-11-29,80855,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,3223 ARAPAHOE,3223 Arapahoe Ave,"ARAPAHOE ST1
ARAPAHOE ST2",Boulder,CO,80303,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.015114,-105.251075,2018-11-29,80983,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MOLLYS,4801 Fenton St,STATION 2,Denver,CO,80212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7789756,-105.0598826,2018-11-29,81061,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,ONE BELLEVIEW,7001 E Belleview Ave,"2ND FLOOR 1
3RD FLOOR 1
4TH FLOOR 1
5TH FLOOR 1
BASEMENT 1",Denver,CO,80237,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,39.624406,-104.907087,2018-11-29,81196,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CITY HALL,5613-5637 Vance St,"NORTH NUM 1
NORTH NUM 2
SOUTH NUM 3
SOUTH NUM 4",Arvada,CO,80002,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7988487,-105.0795564,2018-11-29,81380,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BVSD,1500 Knox Drive,S HILLS MID 1; Behind school to East.,Boulder,CO,80305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9742286,-105.2444704,2018-11-29,81408,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Gold Run Health Club 1,2959 Shadow Creek Drive,,Boulder,CO,80303,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,40.0103278,-105.2539085,2018-11-29,81415,2018-11-29 10:02:07 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,FC Station B,4701 Technology Pkwy,,Fort Collins,CO,80528,,855-443-3873,E,,Private,,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.5220916,-105.0177,2018-11-29,81472,2018-11-29 10:38:13 UTC,,,,,,,,,J1772,US,,,,Privé,,private,,
ELEC,FC Station A,4701 Technology Pkwy,,Fort Collins,CO,80528,,855-443-3873,E,,Private,,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.5220916,-105.0179,2018-11-29,81473,2018-11-29 10:38:13 UTC,,,,,,,,,J1772,US,,,,Privé,,private,,
ELEC,AVENUE5,3465 S Gaylord Ct,GAYLORD ST1,Englewood,CO,80113,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.654727,-104.9613087,2018-11-29,81583,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Aspen,Brush Creek Rd & Highway 82,,Aspen,CO,81611,,970-925-5104,E,,Public,24 hours daily,,,,,,2,,,,,GPS,39.250348,-106.882854,2018-09-10,81609,2018-09-10 19:53:21 UTC,LG,,,2017-01-01,,,,,J1772,US,,,,Public,,public,,
ELEC,UNIV. OF COLO,4001 Discovery Dr,SEEC 1; Front Circle Lot 550. Left of Parking Meter. Fee Paid at Charger Includes Energy and Parking. Permit Holders Eligible for Free Access. Contact buffscommute@colorado.edu,Boulder,CO,80303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0096145,-105.2429859,2018-11-29,81623,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,TERRACE LEVEL,1627 Ski Hill Rd,GRAND COLORADO; Inside Main Entrance Of Terrace level Garage,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.4824768,-106.0674052,2018-11-29,81632,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GRAND PEAKS,2424 W Caithness Pl,LOHI GOLD ST1,Denver,CO,80211,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7602357,-105.0165437,2018-11-29,81637,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BVSD,101 East Baseline Road,PIONEER ELEM1; Opposite the Lafayette Recreation Center on City Park Drive,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0011628,-105.0900017,2018-11-29,81674,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BVSD,1555 Daphne Street,BROOMFIELD MID1; Main lot near handicap spots,Broomfield,CO,80020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9380606,-105.0777653,2018-11-29,81675,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BVSD,1035 Birch Street,BIRCH ELEM 1; Near play structure,Broomfield,CO,80020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9309697,-105.0593242,2018-11-29,81678,2018-11-29 10:05:14 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
E85,Kum & Go #305,3033 8th Ave,,Evans,CO,80620,,970-352-9268,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.385101,-104.691552,2018-05-03,81735,2018-05-03 14:44:18 UTC,P,,,2009-06-05,,,,true,,US,,,,Public,,public,,
E85,Kum & Go #684,2422 Research Pkwy,,Colorado Springs,CO,80920,,719-559-2275,E,,Public,24 hours daily,A Cash D FuelMan M Voyager Wright_Exp,,,,,,,,,,200-8,38.960363,-104.783023,2018-05-03,81746,2018-05-03 14:44:18 UTC,P,,,2012-09-04,,,,true,,US,,,,Public,,public,,
E85,Kum & Go #1903,700 Victory Way E,,Craig,CO,81625,,970-824-0377,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.513795,-107.538562,2018-05-03,81747,2018-05-03 14:44:18 UTC,P,,,2015-09-21,,,,true,,US,,,,Public,,public,,
E85,Kum & Go #659,9665 Prominent Point,,Colorado Springs,CO,80924,,719-282-7673,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.971824,-104.744838,2018-05-03,81748,2018-05-03 14:44:18 UTC,P,,,2015-10-01,,,,true,,US,,,,Public,,public,,
ELEC,The Broadmoor - Tesla,1 Lake Ave,,Colorado Springs,CO,80906,,719-634-7711  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for guest use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.79148,-104.848201,2017-04-06,81969,2018-03-06 00:38:22 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,
